75,66,32,46,28,74,23,10,20,17
75,25,6,95,16,30,34,64,90,11
75,62,47,76,95,58,0,22,79,94
75,69,53,99,49,93,27,66,28,70
75,37,40,39,86,51,44,60,22,4
75,3,21,96,14,86,98,50,13,76
75,23,41,71,80,90,72,52,96,82
75,37,1,33,85,74,9,65,12,22
75,8,73,15,19,34,96,49,61,98
75,56,42,81,35,11,60,89,72,37
75,43,8,11,82,65,69,59,98,58
75,50,57,72,44,76,27,62,45,9
75,0,57,80,2,22,73,97,52,17
75,93,58,83,33,72,60,11,76,29
75,14,45,36,34,72,64,81,97,87
75,63,9,72,52,79,77,50,56,57
75,98,32,13,83,31,7,41,48,4
75,77,52,15,11,49,46,60,40,30
75,47,29,31,84,63,6,96,77,94
75,5,81,48,60,44,66,25,45,52
75,56,77,58,49,92,96,64,40,95
75,41,15,38,68,65,4,10,80,54
75,17,52,19,60,15,97,2,68,39
75,36,38,5,61,1,73,39,14,83
75,59,10,68,54,46,9,73,78,1
75,2,60,72,8,54,93,6,47,50
75,30,83,53,34,92,19,64,50,47
75,88,71,29,53,49,57,87,37,79
75,5,52,72,42,60,84,23,80,58
75,36,50,54,10,64,72,35,48,12
75,49,33,42,15,20,47,83,2,61
75,10,73,34,92,83,77,13,44,41
75,86,16,46,78,38,62,32,14,48
75,38,69,29,66,49,56,39,77,64
75,91,71,90,6,79,34,93,44,25
75,38,62,36,86,96,9,13,44,49
75,89,2,76,15,61,95,66,80,16
75,48,92,18,16,1,73,99,67,49
75,71,51,47,63,22,29,27,80,61
75,70,86,83,69,67,35,1,54,23
75,96,86,94,5,2,70,22,48,80
75,24,1,48,76,84,3,38,61,64
75,11,81,94,78,35,43,83,31,91
75,39,94,91,61,9,35,90,29,8
75,40,90,6,16,79,15,0,14,7
75,64,98,3,9,74,10,6,71,33
75,40,84,19,73,68,93,89,94,34
75,54,60,46,41,28,45,39,34,95
75,55,2,90,48,94,98,20,86,56
75,2,43,16,66,23,95,10,4,33
60,75,81,34,50,59,98,23,10,20
60,75,25,6,95,16,30,34,65,91
60,75,68,91,96,69,88,0,22,79
60,75,81,76,70,35,82,73,47,61
60,75,4,27,77,22,2,87,46,82
60,75,21,27,95,14,3,91,98,71
60,75,51,65,66,96,17,23,8,57
60,75,80,84,78,49,93,10,37,61
60,75,89,86,21,8,84,64,9,82
60,75,79,92,19,69,11,73,36,59
60,75,48,53,40,97,80,64,68,59
60,75,9,12,49,97,40,83,20,77
60,75,0,47,2,89,74,13,62,48
60,75,93,58,89,33,72,61,11,76
60,75,39,71,83,90,76,78,94,36
60,75,63,9,72,51,79,47,49,55
60,75,88,93,98,11,99,7,38,4
60,75,58,88,15,11,46,96,55,93
60,75,89,48,69,30,79,6,96,31
60,75,5,37,58,59,43,45,25,44
60,75,80,40,65,38,96,42,70,55
60,75,15,10,4,63,64,79,36,97
60,75,81,79,50,14,91,2,53,15
60,75,58,5,93,90,74,57,86,49
60,75,58,10,57,81,46,9,71,76
60,75,2,91,54,84,81,49,98,8
60,75,83,97,87,46,98,74,28,10
60,75,38,15,23,68,50,29,92,83
60,75,96,47,19,95,91,74,5,89
60,75,18,55,44,50,62,56,78,64
60,75,2,98,69,56,25,28,67,62
60,75,93,52,56,86,32,33,6,72
60,75,74,20,45,19,37,44,7,83
60,75,11,62,92,54,93,21,40,68
60,75,15,59,6,97,40,29,20,98
60,75,39,12,13,50,23,92,83,36
60,75,56,6,14,87,44,98,70,36
60,75,58,1,51,56,7,94,14,82
60,75,30,38,22,83,47,73,52,82
60,75,76,92,94,97,81,7,12,62
60,75,24,29,41,13,52,39,23,53
60,75,45,26,78,83,91,93,52,25
60,75,97,24,20,18,93,52,1,61
60,75,44,49,78,88,13,2,16,19
60,75,6,14,24,3,1,63,91,38
60,75,48,94,0,92,45,73,34,7
60,75,12,45,81,32,23,42,5,67
60,75,95,77,51,44,33,3,90,83
60,75,40,67,95,57,32,70,72,5
60,75,19,42,53,29,71,48,58,49
